stFips,Year,Total_CC,FDH,Other_CC,state_name,state
17,2001,71,144,0,Illinois,IL
17,2002,72,157,0,Illinois,IL
17,2003,76,177,0,Illinois,IL
17,2004,82,193,0,Illinois,IL
17,2005,85,207,0,Illinois,IL
17,2006,90,217,0,Illinois,IL
17,2007,97,240,0,Illinois,IL
17,2008,104,267,0,Illinois,IL
17,2009,117,289,0,Illinois,IL
17,2010,123,306,0,Illinois,IL
17,2011,135,357,0,Illinois,IL
17,2012,138,410,0,Illinois,IL
17,2013,144,468,0,Illinois,IL
17,2014,150,526,0,Illinois,IL
17,2015,153,576,0,Illinois,IL
17,2016,163,589,0,Illinois,IL
17,2017,180,592,0,Illinois,IL
17,2018,189,583,0,Illinois,IL
17,2019,192,559,0,Illinois,IL
17,2020,192,552,0,Illinois,IL
17,2021,188,538,0,Illinois,IL
17,2022,184,518,0,Illinois,IL
17,2023,171,474,0,Illinois,IL
17,2024,15,0,0,Illinois,IL
18,2010,203,723,0,Indiana,IN
18,2011,390,1265,0,Indiana,IN
18,2012,490,1527,0,Indiana,IN
18,2013,564,1657,0,Indiana,IN
18,2014,675,1811,0,Indiana,IN
18,2015,803,1830,0,Indiana,IN
18,2016,920,1848,0,Indiana,IN
18,2017,1066,1948,0,Indiana,IN
18,2018,1166,1901,0,Indiana,IN
18,2019,1285,1820,0,Indiana,IN
18,2020,1366,1789,0,Indiana,IN
18,2021,1401,1775,0,Indiana,IN
18,2022,1437,1769,0,Indiana,IN
18,2023,1379,1652,0,Indiana,IN
19,2001,0,1,0,Iowa,IA
19,2002,0,1,0,Iowa,IA
19,2003,0,1,0,Iowa,IA
19,2004,0,1,0,Iowa,IA
19,2005,0,1,0,Iowa,IA
20,2000,40,52,0,Kansas,KS
