stFips,cty_fips,Year,pop04,center_count_cc,capacity_total_cc,center_count_fdh,capacity_total_fdh,center_count_other,capacity_total_other,center_tot,capacity_total,cc_desert
13,13319,2002,767,1,0,,,,,1,0,1
13,13319,2003,742,1,0,,,,,1,0,1
13,13319,2008,707,,,1,6,,,1,6,1
13,13319,2010,650,2,120,,,,,2,120,1
13,13319,2011,629,2,120,,,,,2,120,1
13,13319,2012,623,2,120,,,,,2,120,1
13,13319,2013,575,3,187,,,,,3,187,1
13,13319,2014,557,2,120,,,,,2,120,1
13,13319,2015,504,2,120,,,,,2,120,1
13,13319,2016,504,2,120,,,,,2,120,1
13,13319,2017,509,3,177,,,,,3,177,0
13,13319,2018,506,2,110,,,,,2,110,1
13,13319,2019,500,2,110,,,,,2,110,1
13,13319,2020,497,2,110,,,,,2,110,1
13,13319,2021,511,2,110,,,,,2,110,1
13,13319,2022,497,2,110,,,,,2,110,1
13,13319,2023,497,2,110,,,,,2,110,1
13,13319,2024,497,2,110,,,,,2,110,1
13,13321,2000,1528,1,36,4,18,,,5,54,1
13,13321,2001,1548,1,36,8,24,,,9,60,1
13,13321,2002,1488,2,36,10,36,,,12,72,1
13,13321,2003,1445,2,36,12,48,,,14,84,1
13,13321,2004,1416,2,36,12,54,,,14,90,1
13,13321,2005,1387,1,36,10,60,,,11,96,1
13,13321,2006,1445,1,36,7,42,,,8,78,1
13,13321,2007,1431,2,71,4,24,,,6,95,1
13,13321,2008,1496,3,93,5,30,,,8,123,1
13,13321,2009,1511,3,99,4,24,,,7,123,1
13,13321,2010,1432,2,77,4,24,,,6,101,1
13,13321,2011,1342,2,77,3,18,,,5,95,1
13,13321,2012,1307,2,78,1,6,,,3,84,1
13,13321,2013,1287,3,113,2,12,,,5,125,1
13,13321,2014,1248,2,71,2,12,,,4,83,1
13,13321,2015,1230,2,71,2,12,,,4,83,1
13,13321,2016,1241,2,54,1,6,,,3,60,1
13,13321,2017,1273,2,54,1,6,,,3,60,1
13,13321,2018,1287,2,54,,,,,2,54,1
13,13321,2019,1234,2,54,,,,,2,54,1
13,13321,2020,1179,3,229,,,,,3,229,1
13,13321,2021,1167,3,229,,,,,3,229,1
13,13321,2022,1199,2,211,,,,,2,211,1
13,13321,2023,1199,2,211,,,,,2,211,1
13,13321,2024,1199,2,211,,,,,2,211,1
17,17005,2000,988,,,2,0,,,2,0,1
17,17005,2001,967,,,2,0,,,2,0,1
17,17005,2002,971,,,2,0,,,2,0,1
17,17005,2003,987,,,2,0,,,2,0,1
17,17005,2004,1004,,,4,0,,,4,0,1
17,17005,2005,972,,,4,0,,,4,0,1
17,17005,2006,956,1,0,4,0,,,5,0,1
17,17005,2007,995,1,0,4,0,,,5,0,1
17,17005,2008,970,1,0,4,0,,,5,0,1
17,17005,2009,913,1,0,4,0,,,5,0,1
17,17005,2010,958,1,0,4,0,,,5,0,1
17,17005,2011,935,1,0,4,0,,,5,0,1
17,17005,2012,881,1,0,5,0,,,6,0,1
17,17005,2013,847,1,0,5,0,,,6,0,1
17,17005,2014,818,1,0,6,0,,,7,0,1
17,17005,2015,809,1,0,6,0,,,7,0,1
17,17005,2016,786,1,0,7,0,,,8,0,1
17,17005,2017,773,1,0,6,0,,,7,0,1
17,17005,2018,770,1,0,6,0,,,7,0,1
17,17005,2019,689,1,0,5,0,,,6,0,1
17,17005,2020,676,1,0,4,0,,,5,0,1
17,17005,2021,681,1,0,6,0,,,7,0,1
17,17005,2022,644,1,0,6,0,,,7,0,1
17,17005,2023,644,1,0,4,0,,,5,0,1
17,17007,2023,2783,,,1,0,,,1,0,1
17,17015,2000,915,2,0,,,,,2,0,1
17,17015,2001,869,2,0,,,,,2,0,1
17,17015,2002,860,2,0,,,,,2,0,1
17,17015,2003,870,2,0,,,,,2,0,1
17,17015,2004,849,2,0,1,0,,,3,0,1
17,17015,2005,805,2,0,1,0,,,3,0,1
17,17015,2006,778,2,0,1,0,,,3,0,1
17,17015,2007,769,3,0,2,0,,,5,0,1
17,17015,2008,766,3,0,2,0,,,5,0,1
17,17015,2009,732,3,0,2,0,,,5,0,1
17,17015,2010,749,3,0,2,0,,,5,0,1
17,17015,2011,749,3,0,2,0,,,5,0,1
17,17015,2012,726,3,0,4,0,,,7,0,1
17,17015,2013,700,4,0,8,0,,,12,0,1
17,17015,2014,729,4,0,9,0,,,13,0,1
17,17015,2015,711,5,0,10,0,,,15,0,1
17,17015,2016,687,5,0,10,0,,,15,0,1
17,17015,2017,740,5,0,10,0,,,15,0,1
17,17015,2018,770,5,0,5,0,,,10,0,1
17,17015,2019,770,6,0,4,0,,,10,0,1
17,17015,2020,724,6,0,7,0,,,13,0,1
17,17015,2021,759,6,0,7,0,,,13,0,1
17,17015,2022,713,5,0,13,0,,,18,0,1
17,17015,2023,713,4,0,14,0,,,18,0,1
17,17017,2000,929,1,0,,,,,1,0,1
17,17017,2001,892,1,0,,,,,1,0,1
17,17017,2002,907,1,0,,,,,1,0,1
17,17017,2003,979,1,0,,,,,1,0,1
17,17017,2004,956,1,0,,,,,1,0,1
17,17017,2005,979,1,0,,,,,1,0,1
17,17017,2006,948,1,0,,,,,1,0,1
17,17017,2007,940,1,0,,,,,1,0,1
17,17017,2008,883,1,0,,,,,1,0,1
17,17017,2009,881,1,0,,,,,1,0,1
17,17017,2010,933,1,0,,,,,1,0,1
17,17017,2011,919,1,0,,,,,1,0,1
17,17017,2012,890,1,0,,,,,1,0,1
17,17017,2013,858,1,0,,,,,1,0,1
17,17017,2014,802,1,0,,,,,1,0,1
17,17017,2015,800,1,0,,,,,1,0,1
17,17017,2016,797,1,0,,,,,1,0,1
17,17017,2017,822,1,0,,,,,1,0,1
17,17017,2018,820,1,0,,,,,1,0,1
17,17017,2019,810,1,0,,,,,1,0,1
17,17017,2020,830,1,0,,,,,1,0,1
17,17017,2021,784,1,0,,,,,1,0,1
17,17017,2022,675,1,0,,,,,1,0,1
17,17017,2023,675,1,0,,,,,1,0,1
17,17031,2000,386752,13,0,23,0,,,36,0,1
17,17031,2001,382896,14,0,24,0,,,38,0,1
17,17031,2002,377894,15,0,28,0,,,43,0,1
17,17031,2003,373239,16,0,32,0,,,48,0,1
17,17031,2004,368854,19,0,36,0,,,55,0,1
17,17031,2005,362285,20,0,41,0,,,61,0,1
17,17031,2006,351354,21,0,42,0,,,63,0,1
17,17031,2007,346850,22,0,46,0,,,68,0,1
17,17031,2008,343548,23,0,49,0,,,72,0,1
17,17031,2009,342042,28,0,55,0,,,83,0,1
17,17031,2010,343593,30,0,58,0,,,88,0,1
17,17031,2011,343964,36,0,66,0,,,102,0,1
17,17031,2012,342119,36,0,79,0,,,115,0,1
17,17031,2013,338125,36,0,93,0,,,129,0,1
17,17031,2014,335557,38,0,105,0,,,143,0,1
17,17031,2015,331584,38,0,116,0,,,154,0,1
17,17031,2016,326835,40,100,117,0,,,157,100,1
17,17031,2017,332537,53,1772,118,0,,,171,1772,1
17,17031,2018,327844,64,2329,113,0,,,177,2329,1
17,17031,2019,322193,63,2318,103,0,,,166,2318,1
17,17031,2020,315368,62,2318,94,0,,,156,2318,1
17,17031,2021,312408,57,2188,91,0,,,148,2188,1
17,17031,2022,299893,54,2318,91,0,,,145,2318,1
17,17031,2023,299893,50,2318,83,0,,,133,2318,1
17,17031,2024,299893,15,2318,,,,,15,2318,1
17,17037,2018,6025,,,1,0,,,1,0,1
17,17037,2019,6009,,,1,0,,,1,0,1
17,17037,2020,5949,,,1,0,,,1,0,1
17,17043,2000,65871,3,0,19,0,,,22,0,1
17,17043,2001,65553,3,0,19,0,,,22,0,1
17,17043,2002,64873,3,0,19,0,,,22,0,1
17,17043,2003,64241,5,0,20,0,,,25,0,1
17,17043,2004,63972,5,0,21,0,,,26,0,1
17,17043,2005,62443,5,0,22,0,,,27,0,1
17,17043,2006,60272,5,0,23,0,,,28,0,1
17,17043,2007,59008,6,0,24,0,,,30,0,1
17,17043,2008,57752,6,0,25,0,,,31,0,1
17,17043,2009,56907,10,0,27,0,,,37,0,1
17,17043,2010,56881,11,0,27,0,,,38,0,1
17,17043,2011,56237,12,0,32,0,,,44,0,1
17,17043,2012,56065,12,0,36,0,,,48,0,1
17,17043,2013,55596,12,0,38,0,,,50,0,1
17,17043,2014,55467,12,0,45,0,,,57,0,1
17,17043,2015,55077,12,0,47,0,,,59,0,1
17,17043,2016,54534,14,0,46,0,,,60,0,1
17,17043,2017,55292,14,0,45,0,,,59,0,1
17,17043,2018,55318,14,0,44,0,,,58,0,1
17,17043,2019,54850,15,0,44,0,,,59,0,1
17,17043,2020,54462,16,0,42,0,,,58,0,1
17,17043,2021,54019,14,0,43,0,,,57,0,1
17,17043,2022,52333,15,0,42,0,,,57,0,1
17,17043,2023,52333,13,0,39,0,,,52,0,1
17,17049,2001,2415,,,2,0,,,2,0,1
17,17049,2002,2343,,,2,0,,,2,0,1
17,17049,2003,2330,,,2,0,,,2,0,1
17,17049,2004,2304,,,3,0,,,3,0,1
17,17049,2005,2272,,,3,0,,,3,0,1
17,17049,2006,2267,,,3,0,,,3,0,1
17,17049,2007,2251,,,3,0,,,3,0,1
17,17049,2008,2264,,,3,0,,,3,0,1
17,17049,2009,2265,,,4,0,,,4,0,1
17,17049,2010,2257,,,5,0,,,5,0,1
17,17049,2011,2238,1,0,5,0,,,6,0,1
17,17049,2012,2256,1,0,5,0,,,6,0,1
17,17049,2013,2262,1,0,5,0,,,6,0,1
17,17049,2014,2224,1,0,6,0,,,7,0,1
17,17049,2015,2198,1,0,6,0,,,7,0,1
17,17049,2016,2190,1,0,6,0,,,7,0,1
17,17049,2017,2279,1,0,6,0,,,7,0,1
17,17049,2018,2234,2,0,6,0,,,8,0,1
17,17049,2019,2261,2,0,4,0,,,6,0,1
17,17049,2020,2255,2,0,7,0,,,9,0,1
17,17049,2021,2250,2,0,8,0,,,10,0,1
17,17049,2022,2262,2,0,8,0,,,10,0,1
17,17049,2023,2262,2,0,8,0,,,10,0,1
17,17051,2000,1325,,,1,0,,,1,0,1
17,17051,2001,1292,,,1,0,,,1,0,1
17,17051,2002,1278,,,1,0,,,1,0,1
17,17051,2003,1275,,,1,0,,,1,0,1
17,17051,2004,1243,,,1,0,,,1,0,1
17,17051,2005,1253,,,1,0,,,1,0,1
17,17051,2006,1264,,,1,0,,,1,0,1
17,17051,2007,1287,,,1,0,,,1,0,1
17,17051,2008,1298,,,1,0,,,1,0,1
17,17051,2009,1322,,,1,0,,,1,0,1
17,17051,2010,1305,,,1,0,,,1,0,1
17,17051,2011,1269,,,1,0,,,1,0,1
17,17051,2012,1258,,,1,0,,,1,0,1
17,17051,2013,1204,,,1,0,,,1,0,1
17,17051,2014,1189,,,1,0,,,1,0,1
17,17051,2015,1234,,,2,0,,,2,0,1
17,17051,2016,1218,,,2,0,,,2,0,1
17,17051,2017,1176,,,1,0,,,1,0,1
17,17051,2018,1176,,,1,0,,,1,0,1
17,17051,2019,1185,,,1,0,,,1,0,1
17,17053,2000,903,5,0,3,0,,,8,0,1
17,17053,2001,894,5,0,4,0,,,9,0,1
17,17053,2002,928,5,0,5,0,,,10,0,1
17,17053,2003,928,5,0,6,0,,,11,0,1
17,17053,2004,930,5,0,6,0,,,11,0,1
17,17053,2005,901,5,0,6,0,,,11,0,1
17,17053,2006,887,5,0,6,0,,,11,0,1
17,17053,2007,851,5,0,6,0,,,11,0,1
17,17053,2008,835,5,0,6,0,,,11,0,1
17,17053,2009,827,5,0,9,0,,,14,0,1
17,17053,2010,814,5,0,9,0,,,14,0,1
17,17053,2011,780,5,0,14,0,,,19,0,1
17,17053,2012,775,5,0,15,0,,,20,0,1
17,17053,2013,748,5,0,16,0,,,21,0,1
17,17053,2014,753,5,0,18,0,,,23,0,1
17,17053,2015,767,5,0,20,0,,,25,0,1
17,17053,2016,762,6,0,21,0,,,27,0,1
17,17053,2017,727,6,0,22,0,,,28,0,1
17,17053,2018,735,6,0,22,0,,,28,0,1
17,17053,2019,720,5,0,22,0,,,27,0,1
17,17053,2020,745,5,0,21,0,,,26,0,1
17,17053,2021,775,4,0,19,0,,,23,0,1
17,17053,2022,764,3,0,13,0,,,16,0,1
17,17053,2023,764,3,0,10,0,,,13,0,1
17,17055,2005,2429,,,2,0,,,2,0,1
17,17055,2006,2396,,,2,0,,,2,0,1
17,17055,2007,2413,,,2,0,,,2,0,1
17,17055,2008,2384,,,1,0,,,1,0,1
17,17055,2009,2344,,,1,0,,,1,0,1
17,17055,2010,2375,,,1,0,,,1,0,1
17,17055,2011,2367,,,1,0,,,1,0,1
17,17055,2012,2337,,,1,0,,,1,0,1
17,17055,2013,2307,,,1,0,,,1,0,1
17,17055,2014,2302,,,1,0,,,1,0,1
17,17055,2015,2332,,,1,0,,,1,0,1
17,17055,2016,2312,,,1,0,,,1,0,1
17,17055,2017,2283,,,2,0,,,2,0,1
17,17055,2018,2275,,,2,0,,,2,0,1
17,17055,2019,2275,,,2,0,,,2,0,1
17,17055,2020,2292,,,2,0,,,2,0,1
17,17055,2021,2234,,,2,0,,,2,0,1
17,17055,2022,2162,,,1,0,,,1,0,1
17,17055,2023,2162,,,1,0,,,1,0,1
17,17057,2001,2075,,,1,0,,,1,0,1
17,17057,2002,2026,,,1,0,,,1,0,1
17,17057,2003,2033,,,1,0,,,1,0,1
17,17057,2004,2027,,,1,0,,,1,0,1
17,17057,2005,2032,,,1,0,,,1,0,1
17,17063,2000,2500,3,0,1,0,,,4,0,1
17,17063,2001,2523,3,0,3,0,,,6,0,1
17,17063,2002,2584,3,0,3,0,,,6,0,1
17,17063,2003,2634,3,0,4,0,,,7,0,1
17,17063,2004,2900,3,0,4,0,,,7,0,1
17,17063,2005,3087,3,0,4,0,,,7,0,1
17,17063,2006,3292,3,0,6,0,,,9,0,1
17,17063,2007,3572,3,0,6,0,,,9,0,1
17,17063,2008,3647,3,0,6,0,,,9,0,1
17,17063,2009,3676,3,0,6,0,,,9,0,1
17,17063,2010,3628,3,0,7,0,,,10,0,1
17,17063,2011,3504,4,0,7,0,,,11,0,1
17,17063,2012,3457,4,0,7,0,,,11,0,1
17,17063,2013,3292,4,0,7,0,,,11,0,1
17,17063,2014,3207,5,0,8,0,,,13,0,1
17,17063,2015,3153,4,0,9,0,,,13,0,1
17,17063,2016,3122,4,0,10,0,,,14,0,1
17,17063,2017,3159,4,0,11,0,,,15,0,1
17,17063,2018,3142,4,0,11,0,,,15,0,1
17,17063,2019,3124,4,0,10,0,,,14,0,1
17,17063,2020,3084,4,0,10,0,,,14,0,1
17,17063,2021,3103,4,0,9,0,,,13,0,1
17,17063,2022,2977,4,0,9,0,,,13,0,1
17,17063,2023,2977,3,0,8,0,,,11,0,1
17,17067,2000,1125,3,0,5,0,,,8,0,1
17,17067,2001,1138,3,0,5,0,,,8,0,1
17,17067,2002,1123,3,0,5,0,,,8,0,1
17,17067,2003,1123,3,0,5,0,,,8,0,1
17,17067,2004,1092,5,0,5,0,,,10,0,1
17,17067,2005,1030,5,0,5,0,,,10,0,1
17,17067,2006,1023,5,0,5,0,,,10,0,1
17,17067,2007,1066,5,0,6,0,,,11,0,1
17,17067,2008,1064,5,0,7,0,,,12,0,1
17,17067,2009,1096,5,0,7,0,,,12,0,1
17,17067,2010,1115,5,0,7,0,,,12,0,1
17,17067,2011,1071,5,0,7,0,,,12,0,1
17,17067,2012,1011,5,0,7,0,,,12,0,1
17,17067,2013,980,5,0,7,0,,,12,0,1
17,17067,2014,974,5,0,7,0,,,12,0,1
17,17067,2015,944,5,0,8,0,,,13,0,1
17,17067,2016,960,5,0,8,0,,,13,0,1
17,17067,2017,985,5,0,9,0,,,14,0,1
17,17067,2018,964,4,0,9,0,,,13,0,1
17,17067,2019,966,4,0,9,0,,,13,0,1
17,17067,2020,947,4,0,8,0,,,12,0,1
17,17067,2021,917,4,0,7,0,,,11,0,1
17,17067,2022,885,4,0,4,0,,,8,0,1
17,17067,2023,885,3,0,5,0,,,8,0,1
17,17075,2000,1919,1,0,5,0,,,6,0,1
17,17075,2001,1801,1,0,6,0,,,7,0,1
17,17075,2002,1785,1,0,6,0,,,7,0,1
17,17075,2003,1745,1,0,8,0,,,9,0,1
17,17075,2004,1719,1,0,10,0,,,11,0,1
17,17075,2005,1717,1,0,10,0,,,11,0,1
17,17075,2006,1687,1,0,10,0,,,11,0,1
17,17075,2007,1659,1,0,9,0,,,10,0,1
17,17075,2008,1745,2,0,10,0,,,12,0,1
17,17075,2009,1647,2,0,10,0,,,12,0,1
17,17075,2010,1619,2,0,13,0,,,15,0,1
17,17075,2011,1579,2,0,15,0,,,17,0,1
17,17075,2012,1606,2,0,19,0,,,21,0,1
17,17075,2013,1566,2,0,19,0,,,21,0,1
17,17075,2014,1549,2,0,19,0,,,21,0,1
17,17075,2015,1525,2,0,21,0,,,23,0,1
17,17075,2016,1481,3,0,23,0,,,26,0,1
17,17075,2017,1516,3,0,24,0,,,27,0,1
17,17075,2018,1488,3,0,25,0,,,28,0,1
17,17075,2019,1488,3,0,26,0,,,29,0,1
17,17075,2020,1475,3,0,26,0,,,29,0,1
17,17075,2021,1512,3,0,25,0,,,28,0,1
17,17075,2022,1447,3,0,22,0,,,25,0,1
17,17075,2023,1447,3,0,20,0,,,23,0,1
17,17079,2000,573,,,3,0,,,3,0,1
17,17079,2001,574,,,4,0,,,4,0,1
17,17079,2002,566,,,4,0,,,4,0,1
17,17079,2003,576,,,5,0,,,5,0,1
17,17079,2004,599,,,5,0,,,5,0,1
17,17079,2005,588,,,5,0,,,5,0,1
17,17079,2006,593,,,6,0,,,6,0,1
17,17079,2007,598,,,6,0,,,6,0,1
17,17079,2008,586,,,7,0,,,7,0,1
17,17079,2009,575,,,7,0,,,7,0,1
17,17079,2010,566,,,7,0,,,7,0,1
17,17079,2011,590,,,8,0,,,8,0,1
17,17079,2012,589,,,10,0,,,10,0,1
17,17079,2013,576,1,0,10,0,,,11,0,1
17,17079,2014,575,1,0,12,0,,,13,0,1
17,17079,2015,551,1,0,12,0,,,13,0,1
17,17079,2016,541,1,0,10,0,,,11,0,1
17,17079,2017,571,1,0,9,0,,,10,0,1
17,17079,2018,583,1,0,9,0,,,10,0,1
17,17079,2019,597,1,0,8,0,,,9,0,1
17,17079,2020,577,1,0,8,0,,,9,0,1
17,17079,2021,575,1,0,6,0,,,7,0,1
17,17079,2022,562,1,0,4,0,,,5,0,1
17,17079,2023,562,1,0,4,0,,,5,0,1
17,17085,2019,918,,,1,0,,,1,0,1
17,17085,2020,923,,,1,0,,,1,0,1
17,17085,2021,935,,,1,0,,,1,0,1
17,17085,2022,911,,,1,0,,,1,0,1
17,17085,2023,911,,,1,0,,,1,0,1
17,17089,2000,35514,1,0,2,0,,,3,0,1
17,17089,2001,37067,1,0,2,0,,,3,0,1
17,17089,2002,38890,1,0,2,0,,,3,0,1
17,17089,2003,39931,1,0,4,0,,,5,0,1
17,17089,2004,41047,2,0,4,0,,,6,0,1
17,17089,2005,41571,2,0,4,0,,,6,0,1
17,17089,2006,41814,2,0,4,0,,,6,0,1
17,17089,2007,42266,2,0,4,0,,,6,0,1
17,17089,2008,41982,2,0,4,0,,,6,0,1
17,17089,2009,40673,3,0,4,0,,,7,0,1
17,17089,2010,39586,3,0,4,0,,,7,0,1
17,17089,2011,38404,3,0,4,0,,,7,0,1
17,17089,2012,37234,3,0,5,0,,,8,0,1
17,17089,2013,35918,3,0,7,0,,,10,0,1
17,17089,2014,35238,3,0,13,0,,,16,0,1
17,17089,2015,34607,3,0,14,0,,,17,0,1
17,17089,2016,34377,3,0,13,0,,,16,0,1
17,17089,2017,35017,3,0,10,0,,,13,0,1
17,17089,2018,34620,2,0,10,0,,,12,0,1
17,17089,2019,34078,2,0,9,0,,,11,0,1
17,17089,2020,33569,2,0,8,0,,,10,0,1
17,17089,2021,31939,2,0,8,0,,,10,0,1
17,17089,2022,30745,3,0,8,0,,,11,0,1
17,17089,2023,30745,3,0,6,0,,,9,0,1
17,17091,2000,7245,1,0,3,0,,,4,0,1
17,17091,2001,7368,1,0,3,0,,,4,0,1
17,17091,2002,7491,1,0,4,0,,,5,0,1
17,17091,2003,7478,1,0,6,0,,,7,0,1
17,17091,2004,7578,1,0,6,0,,,7,0,1
17,17091,2005,7590,1,0,6,0,,,7,0,1
17,17091,2006,7701,1,0,7,0,,,8,0,1
17,17091,2007,7794,1,0,7,0,,,8,0,1
17,17091,2008,7787,1,0,7,0,,,8,0,1
17,17091,2009,7756,1,0,8,0,,,9,0,1
17,17091,2010,7603,1,0,8,0,,,9,0,1
17,17091,2011,7358,2,0,11,0,,,13,0,1
17,17091,2012,7110,2,0,12,0,,,14,0,1
17,17091,2013,6900,3,0,16,0,,,19,0,1
17,17091,2014,6762,3,0,16,0,,,19,0,1
17,17091,2015,6575,3,0,17,0,,,20,0,1
17,17091,2016,6482,2,0,16,0,,,18,0,1
17,17091,2017,6723,2,0,18,0,,,20,0,1
17,17091,2018,6620,1,0,21,0,,,22,0,1
17,17091,2019,6533,1,0,22,0,,,23,0,1
17,17091,2020,6464,1,0,20,0,,,21,0,1
17,17091,2021,6329,1,0,14,0,,,15,0,1
17,17091,2022,6205,1,0,14,0,,,15,0,1
17,17091,2023,6205,1,0,12,0,,,13,0,1
17,17093,2000,4430,1,0,1,0,,,2,0,1
17,17093,2001,4727,1,0,1,0,,,2,0,1
17,17093,2002,5215,1,0,1,0,,,2,0,1
17,17093,2003,5813,1,0,2,0,,,3,0,1
17,17093,2004,6450,1,0,2,0,,,3,0,1
17,17093,2005,7377,1,0,2,0,,,3,0,1
17,17093,2006,8461,1,0,2,0,,,3,0,1
17,17093,2007,9553,1,0,3,0,,,4,0,1
17,17093,2008,10211,1,0,4,0,,,5,0,1
17,17093,2009,10178,1,0,4,0,,,5,0,1
17,17093,2010,10092,1,0,4,0,,,5,0,1
17,17093,2011,9708,1,0,5,0,,,6,0,1
17,17093,2012,9356,1,0,7,0,,,8,0,1
17,17093,2013,9208,1,0,8,0,,,9,0,1
17,17093,2014,9135,1,0,11,0,,,12,0,1
17,17093,2015,9026,1,0,11,0,,,12,0,1
17,17093,2016,8815,1,0,16,0,,,17,0,1
17,17093,2017,9008,2,0,11,0,,,13,0,1
17,17093,2018,8881,2,0,13,0,,,15,0,1
17,17093,2019,8691,2,0,11,0,,,13,0,1
17,17093,2020,8545,2,0,11,0,,,13,0,1
17,17093,2021,8289,2,0,8,0,,,10,0,1
17,17093,2022,8227,2,0,8,0,,,10,0,1
17,17093,2023,8227,2,0,7,0,,,9,0,1
17,17099,2000,7017,,,2,0,,,2,0,1
17,17099,2001,7032,,,2,0,,,2,0,1
17,17099,2002,7070,,,3,0,,,3,0,1
17,17099,2003,7039,,,3,0,,,3,0,1
17,17099,2004,6932,,,3,0,,,3,0,1
17,17099,2005,6973,,,3,0,,,3,0,1
17,17099,2006,6775,,,3,0,,,3,0,1
17,17099,2007,6740,,,3,0,,,3,0,1
17,17099,2008,6753,,,3,0,,,3,0,1
17,17099,2009,6705,,,3,0,,,3,0,1
17,17099,2010,6579,,,4,0,,,4,0,1
17,17099,2011,6479,,,5,0,,,5,0,1
17,17099,2012,6276,,,6,0,,,6,0,1
17,17099,2013,6033,,,8,0,,,8,0,1
17,17099,2014,5904,,,8,0,,,8,0,1
17,17099,2015,5871,,,11,0,,,11,0,1
17,17099,2016,5867,,,14,0,,,14,0,1
17,17099,2017,6121,,,17,0,,,17,0,1
17,17099,2018,6126,,,17,0,,,17,0,1
17,17099,2019,6109,,,19,0,,,19,0,1
17,17099,2020,6047,,,15,0,,,15,0,1
17,17099,2021,6017,,,16,0,,,16,0,1
17,17099,2022,5778,,,13,0,,,13,0,1
17,17099,2023,5778,,,13,0,,,13,0,1
17,17107,2007,1615,,,1,0,,,1,0,1
17,17107,2008,1627,,,1,0,,,1,0,1
17,17107,2009,1625,1,0,1,0,,,2,0,1
17,17107,2010,1586,1,0,1,0,,,2,0,1
17,17107,2011,1555,1,0,1,0,,,2,0,1
17,17107,2012,1493,1,0,1,0,,,2,0,1
17,17107,2013,1450,1,0,1,0,,,2,0,1
17,17107,2014,1457,1,0,1,0,,,2,0,1
17,17107,2015,1496,1,0,1,0,,,2,0,1
17,17107,2016,1524,2,0,1,0,,,3,0,1
17,17107,2017,1494,2,0,1,0,,,3,0,1
17,17107,2018,1565,1,0,1,0,,,2,0,1
17,17107,2019,1553,1,0,1,0,,,2,0,1
17,17107,2020,1529,1,0,1,0,,,2,0,1
17,17107,2021,1481,1,0,1,0,,,2,0,1
17,17107,2022,1412,1,0,1,0,,,2,0,1
17,17107,2023,1412,1,0,1,0,,,2,0,1
17,17111,2000,21128,3,0,12,0,,,15,0,1
17,17111,2001,21125,4,0,13,0,,,17,0,1
17,17111,2002,21406,4,0,13,0,,,17,0,1
17,17111,2003,21440,4,0,13,0,,,17,0,1
17,17111,2004,21590,4,0,15,0,,,19,0,1
17,17111,2005,21444,4,0,15,0,,,19,0,1
17,17111,2006,21255,6,0,16,0,,,22,0,1
17,17111,2007,21228,6,0,17,0,,,23,0,1
17,17111,2008,20871,6,0,19,0,,,25,0,1
17,17111,2009,20166,7,0,19,0,,,26,0,1
17,17111,2010,19733,7,0,19,0,,,26,0,1
17,17111,2011,18761,7,0,22,0,,,29,0,1
17,17111,2012,18086,8,0,22,0,,,30,0,1
17,17111,2013,17414,9,0,25,0,,,34,0,1
17,17111,2014,17135,10,0,27,0,,,37,0,1
17,17111,2015,17017,10,0,29,0,,,39,0,1
17,17111,2016,17011,10,0,26,0,,,36,0,1
17,17111,2017,17182,10,0,25,0,,,35,0,1
17,17111,2018,16959,9,0,25,0,,,34,0,1
17,17111,2019,16918,10,0,23,0,,,33,0,1
17,17111,2020,16745,10,0,22,0,,,32,0,1
17,17111,2021,16737,11,0,22,0,,,33,0,1
17,17111,2022,16458,11,0,26,0,,,37,0,1
17,17111,2023,16458,12,0,23,0,,,35,0,1
17,17115,2000,7252,1,0,2,0,,,3,0,1
17,17115,2001,7218,1,0,2,0,,,3,0,1
17,17115,2002,7065,1,0,3,0,,,4,0,1
17,17115,2003,7057,1,0,3,0,,,4,0,1
17,17115,2004,6939,1,0,3,0,,,4,0,1
17,17115,2005,6838,1,0,3,0,,,4,0,1
17,17115,2006,6934,1,0,3,0,,,4,0,1
17,17115,2007,6930,1,0,4,0,,,5,0,1
17,17115,2008,6929,1,0,5,0,,,6,0,1
17,17115,2009,6953,1,0,5,0,,,6,0,1
17,17115,2010,6944,1,0,5,0,,,6,0,1
17,17115,2011,6919,1,0,7,0,,,8,0,1
17,17115,2012,6812,1,0,7,0,,,8,0,1
17,17115,2013,6736,1,0,8,0,,,9,0,1
17,17115,2014,6674,2,0,8,0,,,10,0,1
17,17115,2015,6511,2,0,9,0,,,11,0,1
17,17115,2016,6430,2,0,7,0,,,9,0,1
17,17115,2017,6615,2,0,6,0,,,8,0,1
17,17115,2018,6553,2,0,5,0,,,7,0,1
17,17115,2019,6503,2,0,5,0,,,7,0,1
17,17115,2020,6423,2,0,5,0,,,7,0,1
17,17115,2021,6404,2,0,6,0,,,8,0,1
17,17115,2022,6308,2,0,5,0,,,7,0,1
17,17115,2023,6308,1,0,5,0,,,6,0,1
17,17117,2000,2780,1,0,,,,,1,0,1
17,17117,2001,2836,1,0,,,,,1,0,1
17,17117,2002,2893,1,0,,,,,1,0,1
17,17117,2003,2903,1,0,,,,,1,0,1
17,17117,2004,2951,1,0,,,,,1,0,1
17,17117,2005,2915,1,0,,,,,1,0,1
17,17117,2006,2792,1,0,,,,,1,0,1
17,17117,2007,2829,1,0,,,,,1,0,1
17,17117,2008,2874,1,0,,,,,1,0,1
17,17117,2009,2839,1,0,,,,,1,0,1
17,17117,2010,2805,1,0,,,,,1,0,1
17,17117,2011,2736,1,0,,,,,1,0,1
