stFips,cty_fips,Year,pop04,center_count_cc,capacity_total_cc,center_count_fdh,capacity_total_fdh,center_count_other,capacity_total_other,center_tot,capacity_total,cc_desert
1,1073,2003,43237,,,1,0,,,1,0,1
1,1073,2004,43084,,,1,0,,,1,0,1
1,1073,2005,43091,,,1,0,,,1,0,1
1,1101,2005,15874,,,1,0,,,1,0,1
1,1101,2006,15975,,,1,0,,,1,0,1
1,1101,2007,15905,,,1,0,,,1,0,1
1,1101,2008,16000,,,1,0,,,1,0,1
1,1113,2000,3519,1,54,,,,,1,54,1
1,1113,2001,3471,1,54,,,,,1,54,1
1,1113,2002,3537,1,54,,,,,1,54,1
1,1113,2003,3391,1,54,,,,,1,54,1
1,1113,2004,3393,1,54,,,,,1,54,1
1,1113,2005,3379,1,54,,,,,1,54,1
1,1113,2006,3526,1,54,,,,,1,54,1
1,1113,2007,3739,1,54,,,,,1,54,1
1,1113,2008,3917,1,54,,,,,1,54,1
2,2013,2014,85,,,1,0,,,1,0,1
2,2013,2015,81,,,2,0,,,2,0,1
2,2013,2016,80,,,2,0,,,2,0,1
2,2013,2017,96,,,2,0,,,2,0,1
2,2013,2018,108,,,2,0,,,2,0,1
2,2013,2019,109,,,2,0,,,2,0,1
2,2013,2020,113,,,2,0,,,2,0,1
2,2013,2021,122,,,2,0,,,2,0,1
2,2013,2022,108,,,2,0,,,2,0,1
2,2013,2023,108,,,2,0,,,2,0,1
2,2016,2005,223,,,1,0,,,1,0,1
2,2016,2006,219,,,1,0,,,1,0,1
2,2016,2007,208,,,2,0,,,2,0,1
2,2016,2008,198,,,2,0,,,2,0,1
2,2016,2009,216,,,2,0,,,2,0,1
2,2016,2010,202,,,2,0,,,2,0,1
2,2016,2011,209,,,2,0,,,2,0,1
2,2016,2012,206,,,2,0,,,2,0,1
2,2016,2013,183,,,2,0,,,2,0,1
2,2016,2014,176,1,0,2,0,,,3,0,1
2,2016,2015,180,1,0,2,0,,,3,0,1
2,2016,2016,156,1,0,2,0,,,3,0,1
2,2016,2017,246,1,0,2,0,,,3,0,1
2,2016,2018,240,1,0,2,0,,,3,0,1
2,2016,2019,189,1,0,2,0,,,3,0,1
2,2016,2020,222,1,0,2,0,,,3,0,1
2,2016,2021,162,1,0,2,0,,,3,0,1
2,2016,2022,220,2,0,2,0,,,4,0,1
2,2016,2023,220,2,0,2,0,,,4,0,1
2,2020,2005,20531,34,2223,120,125,,,154,2348,1
2,2020,2006,20548,45,2364,159,141,,,204,2505,1
2,2020,2007,20379,75,3952,184,141,,,259,4093,1
2,2020,2008,20659,80,4343,209,162,,,289,4505,1
2,2020,2009,21661,91,4569,232,178,,,323,4747,1
2,2020,2010,22125,103,4585,261,214,,,364,4799,1
2,2020,2011,22356,108,4990,287,222,,,395,5212,1
2,2020,2012,22155,116,5074,318,238,,,434,5312,1
2,2020,2013,22380,124,5174,347,262,,,471,5436,1
2,2020,2014,22396,137,6077,389,363,,,526,6440,1
2,2020,2015,22033,150,6487,418,443,,,568,6930,1
2,2020,2016,21658,163,6816,452,507,,,615,7323,0
2,2020,2017,22025,173,7020,486,575,,,659,7595,0
2,2020,2018,21766,183,7338,519,642,,,702,7980,0
2,2020,2019,21197,192,7553,535,663,,,727,8216,0
2,2020,2020,20833,202,8180,555,716,,,757,8896,0
2,2020,2021,20218,214,8425,579,809,,,793,9234,0
2,2020,2022,19434,222,8585,596,838,,,818,9423,0
2,2020,2023,19434,222,8585,599,851,,,821,9436,0
2,2050,2005,1779,1,87,,,,,1,87,1
2,2050,2006,1773,1,87,,,,,1,87,1
2,2050,2007,1796,1,87,1,0,,,2,87,1
2,2050,2008,1789,1,87,3,0,,,4,87,1
2,2050,2009,1795,2,87,4,0,,,6,87,1
2,2050,2010,1819,2,87,5,0,,,7,87,1
2,2050,2011,1898,2,87,5,0,,,7,87,1
2,2050,2012,1935,2,87,5,0,,,7,87,1
2,2050,2013,1996,2,87,5,0,,,7,87,1
2,2050,2014,2042,2,87,5,0,,,7,87,1
2,2050,2015,2063,3,87,5,0,,,8,87,1
2,2050,2016,2006,3,87,5,0,,,8,87,1
2,2050,2017,1885,3,87,6,0,,,9,87,1
2,2050,2018,1863,3,87,7,0,,,10,87,1
2,2050,2019,1835,3,87,7,0,,,10,87,1
2,2050,2020,1923,3,87,8,0,,,11,87,1
2,2050,2021,1902,3,87,8,0,,,11,87,1
2,2050,2022,1970,3,87,9,0,,,12,87,1
2,2050,2023,1970,3,87,9,0,,,12,87,1
2,2060,2005,70,,,2,0,,,2,0,1
2,2060,2006,62,,,2,0,,,2,0,1
2,2060,2007,55,,,2,0,,,2,0,1
2,2060,2008,57,,,2,0,,,2,0,1
2,2060,2009,49,,,2,0,,,2,0,
2,2060,2010,51,,,2,0,,,2,0,1
2,2060,2011,54,,,2,0,,,2,0,1
2,2060,2012,55,,,2,0,,,2,0,1
2,2060,2013,58,,,2,0,,,2,0,1
2,2060,2014,55,,,2,0,,,2,0,1
2,2060,2015,54,,,2,0,,,2,0,1
2,2060,2016,50,,,2,0,,,2,0,
2,2060,2017,48,,,2,0,,,2,0,
2,2060,2018,52,,,2,0,,,2,0,1
2,2060,2019,48,,,2,0,,,2,0,
2,2060,2020,50,,,2,0,,,2,0,
2,2060,2021,67,1,0,2,0,,,3,0,1
2,2060,2022,66,1,0,2,0,,,3,0,1
2,2060,2023,66,1,0,2,0,,,3,0,1
2,2063,2020,388,7,37,7,20,,,14,57,1
2,2063,2021,447,7,37,8,20,,,15,57,1
2,2063,2022,412,8,37,8,20,,,16,57,1
2,2063,2023,412,8,37,8,20,,,16,57,1
2,2066,2020,196,4,0,2,0,,,6,0,1
2,2066,2021,161,4,0,2,0,,,6,0,1
2,2066,2022,188,4,0,2,0,,,6,0,1
2,2066,2023,188,4,0,2,0,,,6,0,1
2,2068,2005,102,1,0,,,,,1,0,1
2,2068,2006,119,1,0,,,,,1,0,1
2,2068,2007,114,1,0,1,0,,,2,0,1
2,2068,2008,115,2,0,2,0,,,4,0,1
2,2068,2009,119,2,0,2,0,,,4,0,1
2,2068,2010,116,2,0,2,0,,,4,0,1
2,2068,2011,108,2,0,2,0,,,4,0,1
2,2068,2012,111,2,0,2,0,,,4,0,1
2,2068,2013,105,3,32,2,0,,,5,32,1
2,2068,2014,97,3,32,2,0,,,5,32,1
2,2068,2015,95,3,32,2,0,,,5,32,0
2,2068,2016,95,3,32,2,0,,,5,32,0
2,2068,2017,81,3,32,2,0,,,5,32,0
2,2068,2018,66,3,32,2,0,,,5,32,0
2,2068,2019,64,3,32,2,0,,,5,32,0
2,2068,2020,36,3,32,2,0,,,5,32,
2,2068,2021,48,3,32,2,0,,,5,32,
2,2068,2022,64,3,32,2,0,,,5,32,0
2,2068,2023,64,3,32,2,0,,,5,32,0
2,2070,2005,426,,,10,0,,,10,0,1
2,2070,2006,404,,,11,0,,,11,0,1
2,2070,2007,382,1,55,12,0,,,13,55,1
2,2070,2008,420,2,55,12,0,,,14,55,1
2,2070,2009,428,2,55,12,0,,,14,55,1
2,2070,2010,451,2,55,12,0,,,14,55,1
2,2070,2011,489,2,55,12,0,,,14,55,1
2,2070,2012,497,2,55,12,0,,,14,55,1
2,2070,2013,513,2,55,13,0,,,15,55,1
2,2070,2014,499,2,55,13,0,,,15,55,1
2,2070,2015,500,2,55,13,0,,,15,55,1
2,2070,2016,485,2,55,13,0,,,15,55,1
2,2070,2017,486,2,55,13,0,,,15,55,1
2,2070,2018,478,2,55,13,0,,,15,55,1
2,2070,2019,469,2,55,13,0,,,15,55,1
2,2070,2020,480,2,55,13,0,,,15,55,1
2,2070,2021,464,2,55,13,0,,,15,55,1
2,2070,2022,419,3,55,13,0,,,16,55,1
2,2070,2023,419,3,55,13,0,,,16,55,1
2,2090,2005,7317,8,0,58,0,,,66,0,1
2,2090,2006,7042,9,0,75,0,,,84,0,1
2,2090,2007,7422,15,0,90,0,,,105,0,1
2,2090,2008,7557,21,0,108,0,,,129,0,1
2,2090,2009,7769,22,0,127,0,,,149,0,1
2,2090,2010,8041,26,144,146,24,,,172,168,1
2,2090,2011,8149,29,425,168,24,,,197,449,1
2,2090,2012,7943,36,526,183,92,,,219,618,1
2,2090,2013,7837,44,701,206,199,,,250,900,1
2,2090,2014,7679,46,701,227,217,,,273,918,1
2,2090,2015,7800,48,701,244,237,,,292,938,1
2,2090,2016,7824,54,898,260,249,,,314,1147,1
2,2090,2017,7830,58,974,270,259,,,328,1233,1
2,2090,2018,7897,64,1131,281,279,,,345,1410,1
2,2090,2019,7808,68,1159,298,355,,,366,1514,1
2,2090,2020,7576,76,1349,303,374,,,379,1723,1
2,2090,2021,7282,86,1652,308,402,,,394,2054,1
2,2090,2022,6875,89,1665,316,452,,,405,2117,1
2,2090,2023,6875,89,1665,317,452,,,406,2117,1
2,2100,2005,89,,,4,8,,,4,8,1
2,2100,2006,93,,,5,8,,,5,8,1
2,2100,2007,109,,,5,8,,,5,8,1
2,2100,2008,110,,,7,8,,,7,8,1
2,2100,2009,119,,,9,8,,,9,8,1
2,2100,2010,125,,,9,8,,,9,8,1
2,2100,2011,126,,,11,8,,,11,8,1
2,2100,2012,118,,,11,8,,,11,8,1
2,2100,2013,99,,,11,8,,,11,8,1
2,2100,2014,101,,,11,8,,,11,8,1
2,2100,2015,101,,,11,8,,,11,8,1
2,2100,2016,93,,,11,8,,,11,8,1
2,2100,2017,165,1,24,12,8,,,13,32,1
2,2100,2018,159,1,24,12,8,,,13,32,1
2,2100,2019,185,1,24,12,8,,,13,32,1
2,2100,2020,161,1,24,12,8,,,13,32,1
2,2100,2021,91,1,24,12,8,,,13,32,0
2,2100,2022,77,1,24,14,8,,,15,32,0
2,2100,2023,77,1,24,14,8,,,15,32,0
2,2105,2014,128,3,0,1,0,,,4,0,1
2,2105,2015,111,3,0,1,0,,,4,0,1
2,2105,2016,97,3,0,1,0,,,4,0,1
2,2105,2017,113,3,0,1,0,,,4,0,1
2,2105,2018,102,3,0,1,0,,,4,0,1
2,2105,2019,90,3,0,1,0,,,4,0,1
2,2105,2020,65,3,0,1,0,,,4,0,1
2,2105,2021,67,4,0,1,0,,,5,0,1
2,2105,2022,75,4,0,1,0,,,5,0,1
2,2105,2023,75,4,0,1,0,,,5,0,1
2,2110,2005,1873,10,522,28,16,,,38,538,1
2,2110,2006,1916,10,522,37,16,,,47,538,1
2,2110,2007,1924,12,522,59,16,,,71,538,1
2,2110,2008,1963,12,522,67,16,,,79,538,1
2,2110,2009,1954,12,522,76,16,,,88,538,1
2,2110,2010,1990,13,522,85,16,,,98,538,1
2,2110,2011,2027,13,522,95,16,,,108,538,1
2,2110,2012,1984,13,522,102,16,,,115,538,1
2,2110,2013,1976,13,522,114,24,,,127,546,1
2,2110,2014,1931,18,522,124,52,,,142,574,1
2,2110,2015,1992,21,552,128,52,,,149,604,1
2,2110,2016,1939,21,552,137,60,,,158,612,1
2,2110,2017,1929,22,552,148,68,,,170,620,1
2,2110,2018,1901,25,565,154,68,,,179,633,1
2,2110,2019,1875,26,625,156,68,,,182,693,0
2,2110,2020,1822,29,666,159,80,,,188,746,0
2,2110,2021,1779,29,666,162,80,,,191,746,0
2,2110,2022,1679,32,775,164,96,,,196,871,0
2,2110,2023,1679,35,960,164,96,,,199,1056,0
2,2122,2005,3086,3,225,21,12,,,24,237,1
2,2122,2006,3115,3,225,30,24,,,33,249,1
2,2122,2007,3210,3,225,46,36,,,49,261,1
2,2122,2008,3182,4,225,56,36,,,60,261,1
2,2122,2009,3418,5,225,66,36,,,71,261,1
2,2122,2010,3465,8,225,74,36,,,82,261,1
2,2122,2011,3570,8,225,81,56,,,89,281,1
2,2122,2012,3615,9,225,82,68,,,91,293,1
2,2122,2013,3596,11,225,88,68,,,99,293,1
2,2122,2014,3604,15,375,95,80,,,110,455,1
2,2122,2015,3643,17,375,103,88,,,120,463,1
2,2122,2016,3618,19,405,114,100,,,133,505,1
2,2122,2017,3661,24,432,116,108,,,140,540,1
2,2122,2018,3652,25,447,122,120,,,147,567,1
2,2122,2019,3592,29,447,130,156,,,159,603,1
2,2122,2020,3531,29,447,135,156,,,164,603,1
2,2122,2021,3441,33,577,141,172,,,174,749,1
2,2122,2022,3365,36,634,143,184,,,179,818,1
2,2122,2023,3365,36,634,143,184,,,179,818,1
2,2130,2005,874,2,42,7,8,,,9,50,1
2,2130,2006,930,2,42,12,8,,,14,50,1
2,2130,2007,914,2,42,15,8,,,17,50,1
2,2130,2008,929,2,42,16,8,,,18,50,1
2,2130,2009,939,2,42,17,8,,,19,50,1
2,2130,2010,992,3,42,21,8,,,24,50,1
2,2130,2011,1000,4,42,23,8,,,27,50,1
2,2130,2012,1008,6,42,25,8,,,31,50,1
2,2130,2013,975,7,72,28,8,,,35,80,1
2,2130,2014,872,7,72,28,8,,,35,80,1
2,2130,2015,836,7,72,28,8,,,35,80,1
2,2130,2016,818,7,72,29,8,,,36,80,1
2,2130,2017,849,10,132,29,8,,,39,140,1
2,2130,2018,840,14,184,30,8,,,44,192,1
2,2130,2019,797,14,184,33,8,,,47,192,1
2,2130,2020,738,14,184,33,8,,,47,192,1
2,2130,2021,714,14,184,35,20,,,49,204,1
2,2130,2022,755,16,304,36,32,,,52,336,0
2,2130,2023,755,16,304,36,32,,,52,336,0
2,2150,2005,1016,,,8,25,,,8,25,1
2,2150,2006,1024,,,11,25,,,11,25,1
2,2150,2007,1026,,,16,33,,,16,33,1
2,2150,2008,1048,,,19,33,,,19,33,1
2,2150,2009,1168,,,22,33,,,22,33,1
2,2150,2010,1158,,,24,33,,,24,33,1
2,2150,2011,1158,,,28,33,,,28,33,1
2,2150,2012,1159,,,32,33,,,32,33,1
2,2150,2013,1145,,,36,33,,,36,33,1
2,2150,2014,1097,3,203,40,49,,,43,252,1
2,2150,2015,1056,3,203,42,49,,,45,252,1
2,2150,2016,1052,3,203,45,49,,,48,252,1
2,2150,2017,1101,3,203,46,49,,,49,252,1
2,2150,2018,1077,3,203,48,49,,,51,252,1
2,2150,2019,991,4,233,53,73,,,57,306,1
2,2150,2020,947,4,233,55,81,,,59,314,1
2,2150,2021,914,5,253,56,81,,,61,334,0
2,2150,2022,820,6,295,59,95,,,65,390,0
2,2150,2023,820,6,295,59,95,,,65,390,0
2,2170,2005,5405,14,562,36,17,,,50,579,1
2,2170,2006,5943,15,562,47,17,,,62,579,1
2,2170,2007,6252,19,704,59,17,,,78,721,1
2,2170,2008,6544,21,704,79,25,,,100,729,1
2,2170,2009,6778,26,769,90,25,,,116,794,1
2,2170,2010,6934,30,876,105,25,,,135,901,1
2,2170,2011,6885,31,876,123,25,,,154,901,1
2,2170,2012,6903,34,976,132,25,,,166,1001,1
2,2170,2013,7007,43,1172,146,25,,,189,1197,1
2,2170,2014,7069,43,1172,160,55,,,203,1227,1
2,2170,2015,7371,48,1253,171,55,,,219,1308,1
2,2170,2016,7510,49,1253,179,63,,,228,1316,1
2,2170,2017,7400,51,1359,185,71,,,236,1430,1
2,2170,2018,7526,55,1515,196,95,,,251,1610,1
2,2170,2019,7517,60,1629,209,127,,,269,1756,1
2,2170,2020,7511,65,1721,214,155,,,279,1876,1
2,2170,2021,7205,69,1830,224,169,,,293,1999,1
2,2170,2022,7022,75,2122,234,210,,,309,2332,1
2,2170,2023,7022,75,2122,234,210,,,309,2332,1
2,2180,2005,908,1,72,7,0,,,8,72,1
2,2180,2006,917,1,72,7,0,,,8,72,1
2,2180,2007,945,1,72,7,0,,,8,72,1
2,2180,2008,962,1,72,8,0,,,9,72,1
2,2180,2009,1017,1,72,8,0,,,9,72,1
2,2180,2010,1022,2,72,8,0,,,10,72,1
2,2180,2011,1089,2,72,8,0,,,10,72,1
2,2180,2012,1131,2,72,8,0,,,10,72,1
2,2180,2013,1090,2,72,8,0,,,10,72,1
2,2180,2014,1084,2,72,8,0,,,10,72,1
2,2180,2015,1116,2,72,9,0,,,11,72,1
2,2180,2016,1052,3,92,13,8,,,16,100,1
2,2180,2017,979,3,92,14,8,,,17,100,1
2,2180,2018,957,3,92,17,8,,,20,100,1
2,2180,2019,987,3,92,20,8,,,23,100,1
2,2180,2020,978,3,92,20,8,,,23,100,1
2,2180,2021,947,3,92,20,8,,,23,100,1
2,2180,2022,901,3,92,21,16,,,24,108,1
2,2180,2023,901,3,92,21,16,,,24,108,1
2,2185,2005,671,1,0,,,,,1,0,1
2,2185,2006,654,1,0,,,,,1,0,1
2,2185,2007,645,1,0,,,,,1,0,1
2,2185,2008,675,1,0,,,,,1,0,1
2,2185,2009,737,1,0,,,,,1,0,1
2,2185,2010,765,1,0,,,,,1,0,1
2,2185,2011,762,1,0,,,,,1,0,1
2,2185,2012,800,1,0,1,0,,,2,0,1
2,2185,2013,824,1,0,2,0,,,3,0,1
2,2185,2014,841,1,0,2,0,,,3,0,1
2,2185,2015,807,1,0,2,0,,,3,0,1
2,2185,2016,747,2,0,2,0,,,4,0,1
2,2185,2017,741,2,0,2,0,,,4,0,1
2,2185,2018,813,2,0,2,0,,,4,0,1
2,2185,2019,793,2,0,2,0,,,4,0,1
2,2185,2020,676,3,0,2,0,,,5,0,1
2,2185,2021,735,3,0,2,0,,,5,0,1
2,2185,2022,608,3,0,2,0,,,5,0,1
2,2185,2023,608,3,0,2,0,,,5,0,1
2,2188,2011,933,1,0,,,,,1,0,1
2,2188,2012,942,1,0,,,,,1,0,1
2,2188,2013,921,1,0,,,,,1,0,1
2,2188,2014,922,1,0,,,,,1,0,1
2,2188,2015,887,2,20,,,,,2,20,1
2,2188,2016,830,2,20,,,,,2,20,1
2,2188,2017,794,2,20,,,,,2,20,1
2,2188,2018,810,2,20,,,,,2,20,1
2,2188,2019,818,2,20,,,,,2,20,1
2,2188,2020,778,2,20,,,,,2,20,1
2,2188,2021,775,2,20,,,,,2,20,1
2,2188,2022,801,2,20,,,,,2,20,1
2,2188,2023,801,2,20,1,0,,,3,20,1
2,2195,2014,201,3,91,8,0,,,11,91,0
2,2195,2015,199,3,91,9,0,,,12,91,0
2,2195,2016,209,3,91,9,0,,,12,91,0
2,2195,2017,218,3,91,9,0,,,12,91,0
2,2195,2018,206,3,91,9,0,,,12,91,0
2,2195,2019,209,3,91,9,0,,,12,91,0
2,2195,2020,169,4,91,9,0,,,13,91,0
2,2195,2021,178,4,91,9,0,,,13,91,0
2,2195,2022,148,8,201,9,0,,,17,201,0
2,2195,2023,148,8,201,9,0,,,17,201,0
2,2198,2014,413,1,0,7,0,,,8,0,1
2,2198,2015,410,1,0,9,0,,,10,0,1
2,2198,2016,389,1,0,12,0,,,13,0,1
2,2198,2017,388,1,0,13,0,,,14,0,1
2,2198,2018,394,1,0,14,0,,,15,0,1
2,2198,2019,380,1,0,15,0,,,16,0,1
2,2198,2020,361,1,0,15,0,,,16,0,1
2,2198,2021,307,1,0,15,0,,,16,0,1
2,2198,2022,286,2,64,16,0,,,18,64,1
2,2198,2023,286,3,64,16,0,,,19,64,1
2,2220,2005,616,4,241,7,8,,,11,249,0
2,2220,2006,628,4,241,9,8,,,13,249,0
2,2220,2007,584,4,241,12,8,,,16,249,0
2,2220,2008,599,4,241,12,8,,,16,249,0
2,2220,2009,605,4,241,12,8,,,16,249,0
2,2220,2010,622,4,241,12,8,,,16,249,0
2,2220,2011,637,5,266,13,8,,,18,274,0
2,2220,2012,600,5,266,14,8,,,19,274,0
2,2220,2013,552,5,266,15,8,,,20,274,0
2,2220,2014,506,7,266,16,8,,,23,274,0
2,2220,2015,458,7,266,18,8,,,25,274,0
2,2220,2016,439,7,266,18,8,,,25,274,0
2,2220,2017,450,9,266,19,8,,,28,274,0
2,2220,2018,412,9,266,19,8,,,28,274,0
2,2220,2019,383,9,266,19,8,,,28,274,0
2,2220,2020,411,9,266,20,16,,,29,282,0
2,2220,2021,415,9,266,20,16,,,29,282,0
2,2220,2022,398,9,266,20,16,,,29,282,0
2,2220,2023,398,9,266,20,16,,,29,282,0
2,2230,2014,54,1,30,10,22,,,11,52,0
2,2230,2015,51,1,30,10,22,,,11,52,0
2,2230,2016,49,2,30,10,22,,,12,52,
2,2230,2017,41,3,30,10,22,,,13,52,
2,2230,2018,66,3,30,10,22,,,13,52,0
2,2230,2019,61,3,30,10,22,,,13,52,0
2,2230,2020,67,3,30,10,22,,,13,52,0
2,2230,2021,78,3,30,10,22,,,13,52,0
2,2230,2022,79,3,30,11,22,,,14,52,0
2,2230,2023,79,3,30,11,22,,,14,52,0
2,2240,2005,515,1,0,4,0,,,5,0,1
2,2240,2006,540,2,0,6,0,,,8,0,1
2,2240,2007,539,2,0,7,0,,,9,0,1
2,2240,2008,496,2,0,7,0,,,9,0,1
2,2240,2009,487,2,0,7,0,,,9,0,1
2,2240,2010,507,2,0,7,0,,,9,0,1
2,2240,2011,543,2,0,8,8,,,10,8,1
2,2240,2012,555,2,0,8,8,,,10,8,1
2,2240,2013,522,2,0,8,8,,,10,8,1
2,2240,2014,530,3,0,8,8,,,11,8,1
2,2240,2015,519,3,0,9,8,,,12,8,1
2,2240,2016,503,3,0,9,8,,,12,8,1
2,2240,2017,499,3,0,9,8,,,12,8,1
2,2240,2018,509,3,0,9,8,,,12,8,1
2,2240,2019,517,3,0,11,8,,,14,8,1
2,2240,2020,495,3,0,11,8,,,14,8,1
2,2240,2021,512,3,0,11,8,,,14,8,1
2,2240,2022,483,3,0,11,8,,,14,8,1
2,2240,2023,483,3,0,11,8,,,14,8,1
2,2275,2014,134,1,0,6,0,,,7,0,1
2,2275,2015,129,2,0,7,0,,,9,0,1
2,2275,2016,125,2,0,7,0,,,9,0,1
2,2275,2017,113,2,0,8,0,,,10,0,1
2,2275,2018,116,2,0,10,0,,,12,0,1
2,2275,2019,120,2,0,11,0,,,13,0,1
2,2275,2020,138,2,0,13,0,,,15,0,1
2,2275,2021,135,2,0,13,0,,,15,0,1
2,2275,2022,137,2,0,13,0,,,15,0,1
2,2275,2023,137,2,0,13,0,,,15,0,1
2,2282,2005,36,,,1,0,,,1,0,
2,2282,2006,35,,,1,0,,,1,0,
2,2282,2007,36,,,1,0,,,1,0,
2,2282,2008,38,,,1,0,,,1,0,
2,2282,2009,40,,,2,0,,,2,0,
2,2282,2010,38,,,2,0,,,2,0,
2,2282,2011,39,,,2,0,,,2,0,
2,2282,2012,38,,,2,0,,,2,0,
2,2282,2013,36,,,2,0,,,2,0,
2,2282,2014,38,,,2,0,,,2,0,
2,2282,2015,40,,,2,0,,,2,0,
2,2282,2016,40,,,3,0,,,3,0,
2,2282,2017,48,,,3,0,,,3,0,
2,2282,2018,62,,,3,0,,,3,0,1
2,2282,2019,56,,,3,0,,,3,0,1
2,2282,2020,68,1,0,3,0,,,4,0,1
2,2282,2021,56,1,0,3,0,,,4,0,1
2,2282,2022,43,1,0,3,0,,,4,0,
2,2282,2023,43,1,0,3,0,,,4,0,
2,2290,2009,389,1,0,,,,,1,0,1
2,2290,2010,446,1,0,,,,,1,0,1
2,2290,2011,462,1,0,,,,,1,0,1
2,2290,2012,471,1,0,1,0,,,2,0,1
2,2290,2013,457,1,0,1,0,,,2,0,1
2,2290,2014,441,1,0,1,0,,,2,0,1
2,2290,2015,434,1,0,1,0,,,2,0,1
2,2290,2016,441,1,0,1,0,,,2,0,1
2,2290,2017,429,1,0,1,0,,,2,0,1
2,2290,2018,403,1,0,1,0,,,2,0,1
2,2290,2019,400,1,0,1,0,,,2,0,1
2,2290,2020,415,1,0,1,0,,,2,0,1
2,2290,2021,431,1,0,1,0,,,2,0,1
2,2290,2022,390,1,0,1,0,,,2,0,1
2,2290,2023,390,1,0,1,0,,,2,0,1
4,4013,2000,243291,,,1,5,,,1,5,1
4,4013,2001,252449,,,1,5,,,1,5,1
4,4013,2015,277137,1,403,,,,,1,403,1
4,4013,2016,281759,1,403,1,6,,,2,409,1
4,4013,2017,277362,1,403,1,6,,,2,409,1
4,4013,2018,279161,1,403,1,6,,,2,409,1
4,4013,2019,278509,1,403,,,,,1,403,1
4,4013,2020,277315,1,403,,,,,1,403,1
4,4013,2021,265641,1,403,,,,,1,403,1
4,4013,2022,259471,1,403,,,,,1,403,1
4,4013,2023,259471,1,403,,,,,1,403,1
4,4013,2024,259471,1,403,,,,,1,403,1
5,5003,2006,1413,,,1,0,,,1,0,1
5,5003,2007,1448,,,1,0,,,1,0,1
5,5005,2008,2021,,,1,12,,,1,12,1
5,5057,2007,1715,,,1,0,,,1,0,1
5,5057,2008,1700,,,1,0,,,1,0,1
5,5103,2000,1752,,,1,0,,,1,0,1
5,5139,2004,2842,,,1,0,,,1,0,1
5,5139,2005,2846,,,3,0,,,3,0,1
5,5139,2006,2855,,,1,0,,,1,0,1
5,5139,2007,2785,,,1,0,,,1,0,1
6,6001,2018,97506,683,35939,718,9953,144,10478,1545,56370,0
6,6001,2019,96849,680,35510,709,9837,134,9925,1523,55272,0
6,6001,2020,95926,696,36617,714,9907,130,9867,1540,56391,0
6,6001,2021,94055,695,36768,716,9947,124,9473,1535,56188,0
6,6001,2022,89987,713,37675,702,9755,117,8971,1532,56401,0
6,6001,2023,89987,679,36718,659,9161,109,8544,1447,54423,0
6,6001,2024,89987,674,36416,656,9119,108,8529,1438,54064,0
6,6003,2018,39,2,50,,,,,2,50,
6,6003,2019,44,2,50,,,,,2,50,
6,6003,2020,72,2,50,,,,,2,50,0
6,6003,2021,101,2,50,,,,,2,50,0
6,6003,2022,135,2,50,,,,,2,50,0
6,6003,2023,135,2,50,,,,,2,50,0
6,6003,2024,135,2,50,,,,,2,50,0
6,6005,2018,1534,15,329,17,238,1,15,33,582,0
6,6005,2019,1527,15,329,16,224,1,15,32,568,0
6,6005,2020,1483,15,329,16,224,1,15,32,568,0
6,6005,2021,1528,14,309,15,210,1,15,30,534,0
6,6005,2022,1516,13,294,13,182,,,26,476,1
6,6005,2023,1516,12,270,13,182,,,25,452,1
6,6005,2024,1516,12,270,13,182,,,25,452,1
6,6007,2018,12523,108,3781,59,816,9,251,176,4848,0
6,6007,2019,12384,112,3914,60,830,10,276,182,5020,0
6,6007,2020,12150,110,3837,58,804,11,304,179,4945,0
6,6007,2021,11759,122,4389,58,804,13,312,193,5505,0
6,6007,2022,11263,114,4015,55,762,17,395,186,5172,0
6,6007,2023,11263,109,3865,47,650,14,314,170,4829,0
6,6007,2024,11263,108,3844,47,650,14,314,169,4808,0
6,6009,2018,1936,17,380,16,224,4,154,37,758,0
6,6009,2019,1902,16,360,17,238,4,154,37,752,0
6,6009,2020,1904,16,360,17,238,4,154,37,752,0
6,6009,2021,1937,16,360,17,238,5,162,38,760,0
6,6009,2022,1866,18,404,18,252,6,177,42,833,0
6,6009,2023,1866,18,404,16,224,6,177,40,805,0
6,6009,2024,1866,18,404,15,210,6,177,39,791,0
6,6011,2018,1589,17,509,31,430,,,48,939,0
6,6011,2019,1576,17,509,33,458,,,50,967,0
6,6011,2020,1556,17,509,32,444,,,49,953,0
6,6011,2021,1532,17,509,33,458,,,50,967,0
6,6011,2022,1483,18,539,32,444,,,50,983,0
6,6011,2023,1483,18,539,31,430,,,49,969,0
6,6011,2024,1483,18,539,31,430,,,49,969,0
6,6013,2004,66480,1,175,,,,,1,175,1
6,6013,2005,66768,1,175,,,,,1,175,1
6,6013,2006,66085,1,175,,,,,1,175,1
6,6013,2007,66418,1,175,,,,,1,175,1
6,6013,2008,67273,1,175,,,,,1,175,1
6,6013,2009,67190,1,175,,,,,1,175,1
6,6013,2010,66935,1,175,,,,,1,175,1
6,6013,2011,66415,1,175,,,,,1,175,1
6,6013,2012,65213,1,175,,,,,1,175,1
6,6013,2013,64995,1,175,,,,,1,175,1
6,6013,2014,65129,1,175,,,,,1,175,1
6,6013,2015,65462,1,175,,,,,1,175,1
6,6013,2016,65671,1,175,,,,,1,175,1
6,6013,2017,65573,1,175,,,,,1,175,1
