,name,code,state,year,pop04,Other_CC,Total_CC,FDH
636,Virginia,VA,51,2018,505308,1190,44803,1190
637,Virginia,VA,51,2019,503752,1190,44803,1190
638,Virginia,VA,51,2020,503352,1190,44803,1190
639,Washington,WA,53,2004,6390,271,13211,271
640,Washington,WA,53,2016,49839,271,13211,271
641,Washington,WA,53,2017,48841,271,13211,271
642,Washington,WA,53,2018,49928,271,13211,271
643,Wisconsin,WI,55,2000,342343,427,3933,427
644,Wisconsin,WI,55,2001,343418,427,3933,427
645,Wisconsin,WI,55,2002,344897,427,3933,427
646,Wisconsin,WI,55,2003,346753,427,3933,427
647,Wisconsin,WI,55,2004,349102,427,3933,427
648,Wisconsin,WI,55,2005,349484,427,3933,427
649,Wisconsin,WI,55,2006,350890,427,3933,427
650,Wisconsin,WI,55,2007,355343,427,3933,427
651,Wisconsin,WI,55,2008,357921,427,3933,427
652,Wisconsin,WI,55,2009,358370,427,3933,427
653,Wisconsin,WI,55,2010,357826,427,3933,427
654,Wisconsin,WI,55,2011,353810,427,3933,427
655,Wisconsin,WI,55,2012,349063,427,3933,427
656,Wisconsin,WI,55,2013,344381,427,3933,427
657,Wisconsin,WI,55,2014,341911,427,3933,427
658,Wisconsin,WI,55,2015,338394,427,3933,427
659,Wisconsin,WI,55,2016,336906,427,3933,427
660,Wisconsin,WI,55,2017,337472,427,3933,427
661,Wisconsin,WI,55,2018,335920,427,3933,427
662,Wisconsin,WI,55,2019,333184,427,3933,427
663,Wisconsin,WI,55,2020,331066,427,3933,427
